#True quantities 
# 
#true Catch 
NA 94955.31 151625.1 201802.7 240352.4 270704.2 293353.5 303613.5 307507.2 310678.9 298157.9 292823.7 279131.1 274996.1 255997.9 237691.6 210689.7 196346.7 179914.8 173104.4 160127.6 153649.7 149647.4 146821.9 139271.9 137672.3 134328.8 130637.2 129704.7 128856.7 126597 128066.8 124572.3 124061.8 125375.4 123001.6 124511.7 126690.5 131095.3 131479.8 132451.5 135652.6 136454.3 137979.6 138615.3 138134.4 138267.8 142197.8 140952.5 140457.2 7.735875 9.242748 10.79575 9459.714 31193.02 70525.16 79083.84 113325.8 131150 141100.3 166925.9 158674.5 161233.3 169929.8 171473.5 162512.1 155578.3 146404.4 151349 147468 143631.9 150873.7 156941.6 160278.8 155272.8 145316.9 145242.1 157618.9 141136.7 150085.6 
NA 92946.99 151586.6 199974.1 241573.2 268962 290373 310607.5 308085.9 306997.3 300459.5 292504 282837.4 266288.5 257986 236438 216320.9 195490.7 181564.3 167642 159523.5 156188.8 151171.1 144612.7 139264.4 137221.4 135386.4 131665.7 129678.5 127983.2 126873.6 128529.3 125720.8 123075.6 122849.6 123376.1 124781.3 127161.7 130188.3 129496.8 132503.3 137319.4 133783.5 137485.8 138292.5 138941 139893.1 139886.9 141765.5 140714.4 6806.613 16906.02 55730.31 59948.75 79306.87 95576.52 115418.4 144396.7 132361.8 162665.1 153808.6 161195.6 162694.2 151067.2 148891.5 155909.7 157713.4 149283.8 163157.3 162743.4 163967.7 160881.7 162136.2 162728.2 157225.9 157845.9 162156 154523.7 154965.6 145156.6 
NA 94598.49 152938.3 202281.6 236841.6 274220.9 293581.3 306075.5 307545.6 304502.5 303434.6 287920.2 282252 269053.2 258788.9 238565.5 211807.7 194085.1 183612.2 168368.9 161922.1 153378.8 151560.1 143509.3 141051.8 138394.6 133994.8 135348.7 130616.2 129146.7 126570.7 126289.7 123392 124532.1 123990.2 122253.6 128182.4 127098.3 129498.9 133577.5 133030.4 134450.8 136113.1 136253.8 136953.8 140016.4 136330.1 140836.5 141809.3 140368.6 7.751332 3862.61 30521.46 56089.78 101721.7 108819.1 122111.7 133280.5 156409.7 162425 156979.1 170681.3 168246.9 158809.7 150747.8 153309.6 154649 170882.7 170006 170345.2 171369.4 169271 168152.5 151704.1 159739.3 150419.8 155026.4 158498.5 144568.9 150044.1 
NA 95136.14 153609.7 204355.3 237945.7 275289.7 285352.5 305319.1 310538.1 304146.6 299589.9 295513.9 277255.5 271554.9 258773.7 236570.5 210320.7 194942.3 184183.8 173866.5 159546.8 155283.4 149556.2 144878.6 141345.2 135491.1 133164.2 133307.2 130402 129834 125584.8 125442.6 124474.3 124644.4 123195.4 122694.5 125733.1 129379.1 131106.3 131517 134215.9 133714 135721.7 137789.8 137376.4 138418.9 140569.2 140353.1 142164.4 142806.5 20541.84 35787.16 65186.15 69398.74 111747 125168.4 136177.9 141511.6 148040 144533.1 155705.4 154640.5 154707.2 146899.5 145206.6 150374.2 149018.5 147290.9 142997.9 132170.6 147754.2 148365.7 157269.2 170972.8 168988 167918.4 157296.3 146767.1 149804.5 143981.9 
NA 94937.6 153667.4 197319.9 241723.1 264816.1 290627.3 311346.8 306324.3 309651.8 294246.6 294638.8 279527.7 275858.8 257833.1 237543.2 213324.8 195376.3 180472.9 169221.7 163334.8 155887.3 150560.5 143016.7 140396.2 136097.6 134055.9 131076.8 130714 128582.3 128193.1 127372.2 125761.5 125866.5 122667.1 122314.8 126624.3 129284.7 129799.4 131887.8 135279.8 134123.2 132336.3 135785.7 140091.2 137178.8 139192.4 139954.7 139995.9 142413.6 7.745106 3594.309 17561.54 44401.16 77919.54 103985.8 116871.6 124915.8 133265.1 138239.3 142073.9 157744 153952.6 165937.5 159840.6 165150.2 163119.6 163038.5 156412.7 149515 148937.3 142896.8 145233.5 147120 142601.2 159208.7 154467 153038.3 146118.4 142446.1 
NA 93506.73 152896.1 202673.8 242816.2 272422.9 289590.1 301614.9 307645.3 306103.5 295763.1 289234.6 277564.9 275754.6 258516.4 243925.6 213994 197496.6 179939.7 169755.8 160497.2 157200.5 151210.4 142276.3 140401.6 137347.7 133527.7 133865.6 131071 130076.2 127756.3 123269 126047.1 125786.1 124786.9 122703.4 125378.6 127295.1 131778 131788.5 132317.3 134241.8 133045.7 136752.7 137275.6 137815.6 139595.1 142084.4 141649.7 141787.8 7.748725 9.25695 7949.195 17352.76 54406.28 87690.92 153953.8 151293.8 154318.5 157115.9 140757.1 153316.4 162413.3 158332.7 162097 167357.8 169656.7 163997.8 167996.5 161426.2 166846.6 160312 152438.1 145948.6 156820.3 148135 157085.6 144283.3 145446.5 140385.6 
NA 96600.02 152825.8 197118.9 239886 270157.4 290631.2 300776 306422.8 308425 300955.5 289996.7 286359 268708.1 256618.1 239947.3 211803 196863.5 182875.7 165677.5 162231.3 157957.1 149133.1 142695.5 139284.5 136377 135527.8 134802.4 129392.8 131612.2 127382 126760.7 127044.9 122346.9 122313.4 125026.5 127187.2 132068.6 131210.4 130723.4 136160.8 136391.8 138156.2 136538 134856.8 138739.5 139393.2 140321.8 141186.8 140708.9 7.743865 8012.028 40440.39 54781.24 89131.34 89441.61 112619.8 126073.8 134018.9 158114.9 164587 174214.6 177490.4 182322.2 181581.6 179512.5 171648.8 171080.7 160575.8 147689.3 153466 147697.2 133855.5 131813.1 141975.9 148391.6 155909.2 175830.4 173911.3 173070 
NA 94736.29 153027.4 202012.4 241459.9 273917 289491.9 300973.3 304483.2 308152.2 304418.4 297826 280220.4 267464.3 259993.5 235397.5 213123.9 194914.4 181996.3 168236.8 164216.2 154671.5 147920.7 144524.5 140502.7 136465.6 133119.6 131219.2 132102 126480.2 128391.1 124320.4 126766.9 123201.3 125723.5 122549.4 125299 130538 131081.5 133231.2 131902.7 133170.1 136413.2 134935.5 138298.9 138655.5 139373.1 140404.9 141706.1 142660.1 7.706753 3262.388 16018.85 35729.48 83290.12 119875.3 150422.3 166200.8 169657.5 173883 173762.3 175135.1 173187 170107.7 168287.9 166409.4 154121.9 167112.6 156084.1 139187.1 132957.7 136867.2 129695.9 142255.6 154450.9 158158.4 165122.6 163834.1 164684.9 168633.6 
NA 94246.6 149601.4 198939 245377.7 269063.4 288212.1 305744.7 306342.2 303379.1 300255.6 294656.8 282494 266844 255913.7 241837 211995.5 198379.1 179018.3 172361.6 164488.3 154796.3 147981.8 142114 143025.4 136907.6 134808.5 133399.1 130174.3 128014.3 126624.9 127063.7 126434.7 124257.1 124439.8 123358.2 123489.1 129264.9 131755.9 132174.2 133509.6 135394 137016.8 136522.2 139374.7 135490.1 139977.6 138440.9 142690 143558.6 23436.37 36268.22 60834.26 79124.33 88425.27 108406.2 136044.6 138031.1 142538.8 127562.8 128886.8 124575.2 126900.7 133199.4 149955.6 138953 141703.2 167728.7 164960.5 155005.1 143357.1 135601.8 128437.3 139880.3 135452.8 148988.8 155392.1 164753.2 166901.1 166015.8 
NA 93899.67 152269.7 202836.2 241363.4 269099.5 293239.4 301251.2 311914 309271.3 300331.9 293787.6 281276.3 269373.6 259541.3 235883.2 209827.8 191233.6 184328.7 170046.3 160710.8 156786.5 149102.6 142522.1 140258.8 137098.3 136077.6 131290.3 129584.4 128739.2 126737.1 127853.7 126638.7 124736 125150.9 123701.1 126606.5 128783.4 132251.5 132368.5 134665.6 135315.6 132479.3 136430.7 138490.1 138984.6 141883.1 137977.5 140048 141837.4 39173.42 42101.89 58422.81 83944.69 95340.13 112081.7 114602.4 131661.7 147204.3 155382.9 173285.8 171630.4 169105.2 157838.7 174612.9 173760 168281.8 151802.8 139865.4 136352.9 159599.7 170471.9 162264 154039.1 172464.3 171409.1 169704.7 170036.8 168751.8 173560.4 
