#True quantities 
# 
#true Catch 
NA 94738.98 155357.4 202743.5 249822.2 273093 288529 300198.8 302294.3 300887.5 285587.9 268669.8 254571.4 235563.3 216864.3 191296.8 158477.3 139630.1 120605.2 108355.1 97486.44 88511.82 80733.82 72453.17 66725.03 61492.13 57787.63 53312.63 49770.49 47527.54 43962.22 42088.8 40563.08 37980.19 35978.2 34034.98 34339.1 33558.21 32959.25 32119.01 32359.54 31110.61 31337.71 30687.42 30114.92 29932.46 29673.31 28431.76 28265.78 27826.66 1.494429 1.769787 2.061443 2.359167 2.666841 2.993569 3.347535 3.734682 4.158914 4.622117 5.125131 5.668206 6.25134 6.87397 7.534791 1475.558 9447.65 16990.83 24163.65 30952.55 39517.35 47202.64 47150.27 49741.34 74599.49 81835.23 83452.74 85292.54 78946.16 86281.8 
NA 96270.29 153871.5 207982.4 243772.3 269769.2 293731.3 301626.8 302290.9 297394.1 286123.7 268135.2 251627.9 233734.2 217379.2 191957.8 163419.9 138036.9 124119.4 106165.8 99152.86 89233.14 78223.1 72991.99 65647.59 63033.33 57443.66 53889.69 50845.01 47316.9 44472.85 42488.77 39020.61 38274.17 36449.27 34906.34 34402.73 33514.25 32876.54 32749.39 32237.59 31796.26 30375.62 30603.25 30330.57 29081.42 29071.13 28365.38 28475.06 27930.44 1.503936 1.780513 2.07379 2.373224 2.682674 3.011328 3.367169 3.756006 4.181799 4.646704 5.151579 5.696774 6.282009 6.906511 7.569124 5231.79 10222.58 16497.5 21138.59 26534.84 31149.75 44381.06 51789.5 56264.43 60654.84 56152.27 65344.54 74967.3 81811.15 80836.4 
NA 96146.03 156281.9 203609.4 244503.3 269852.7 290512.3 300820.2 301950 294773.1 286913.9 272801 251595.2 233814.8 217605.9 189340.3 165209.7 140699.5 123098.8 108267.8 98189.68 88004.51 79886.96 73256.37 65740.56 61537.22 57386.01 54204.55 50082.74 47220.63 44534.78 42107.14 39809.94 38095.27 36522.9 34903.5 34341.15 33529.58 32863.54 32853.42 31462.74 31303.81 30729.24 30055.46 29494.92 28950.8 29213.39 28918.84 28328.13 27777.58 1.507626 1.784538 2.077902 2.377518 2.687383 3.016572 3.373116 3.762816 4.18927 4.654635 5.159977 5.705753 6.291754 6.91716 7.58052 8.279902 9.013324 9.778153 10.57087 1107.832 9130.77 14040.37 18553.56 24465.31 28125.32 34419.43 40983.5 49380.86 63573.13 63736.19 
NA 95384.8 153822.6 202967.3 245727.6 271048.9 292739 301403.9 307557 296202.8 282483.4 269945 250066.5 238923.7 213556.5 190697 161317.3 139123 123920.5 109564.8 98398.84 88923.08 78734.45 72990.61 67438.52 61732.06 57042.09 53821.54 49900.2 47424.38 44958.91 43195.07 39806.05 37881.31 36540.44 35318.99 34619.59 33970.78 32927.77 32050.22 32216.78 31610.65 31037.16 31108.62 30230.13 29660.73 29137.99 28549.59 28497.18 28105.34 1.503749 1.780631 2.074214 2.373995 2.683689 3.012388 3.368364 3.757714 4.183969 4.648841 5.153126 5.697249 6.281349 6.904925 7.566899 8.265765 643.3422 7388.146 12612.72 18137.72 23911.21 29195.13 45087.87 63933.93 72028.64 76274.93 81036.14 86174.38 88385.09 85554.21 
NA 96783.9 152931.9 207316.6 246198.6 271016.6 294725 301572 299126.9 295199.6 282799.3 269578.8 256142.2 234395.7 219446.4 192651.9 161959.8 139850.1 122935.5 106589.1 96231.1 87522.3 79686.03 72047.19 66443.23 60961.28 56946.6 53752.55 49464.23 47391.89 44405.58 41697.03 39261.97 37387.03 35844.7 34780.84 33961.99 33112.55 32707.54 32092.75 31995.21 30430.29 30572.94 30086.3 29537.1 28747.16 29431.03 28130.9 27363.47 27637.39 1.490862 1.764549 2.05472 2.351286 2.658089 2.984222 3.337742 3.724288 4.147323 4.608845 5.109858 5.650701 6.23172 6.852331 3872.811 11619.93 23995.64 29346.03 33488.61 37221.18 47670.35 58200.27 65678.25 86315.9 77199.23 79015.89 77881.54 85064.93 86549.61 87108.55 
NA 95726.75 154155.6 205683.6 242808.1 274319.2 289558.3 298576.4 305456.3 301423.4 285960.9 271959.4 253252.6 233275.8 214385.5 190129.7 158698.4 139979.4 122383.2 108782.9 97715.46 86435.71 80478.31 73322.44 66461.29 61690.18 56282.23 53615.92 50083.21 47533.68 43468.87 41947.47 39227.98 38339.83 36393.16 35193.03 34557.04 34544.76 33391.19 32574.89 32458.55 31565.61 30560.16 30734.9 29813.5 29953.11 29278.6 28936.38 28446.98 27819.75 1.507488 1.784597 2.078081 2.377752 2.687563 3.016642 3.373147 3.762923 4.189685 4.655581 5.161671 5.708288 6.295275 6.921533 7.585621 2300.379 5262.513 14804.63 19604.5 25495.38 27735.52 30450.25 44685.52 55197.88 64336.45 66136.08 72792.18 71274.74 72904.9 85542.1 
NA 96683.62 155807.1 206156.5 244990.3 274644.9 294565.4 299953.3 296933.5 295872.4 287585.7 270266.5 255635.6 231248.8 218073.5 190606.9 160888.4 139406.5 122365.5 109392.4 97158.64 88496.85 79157.41 73404.64 67566.65 60619.64 58007.04 53094.09 49774.03 46940.71 44054.84 41741.26 39634.84 37383.51 36756.67 35130.62 34230.21 33995.07 32820.34 33054.74 31612.8 30747.68 31356.6 30462.36 29848.81 29655.22 29074.97 29115.26 28698.32 27975.54 1.506268 1.783514 2.077282 2.377227 2.687263 3.016614 3.373428 3.763528 4.190732 4.657142 5.163534 5.709842 6.295941 6.921421 7.58514 4159.052 8471.622 17514.95 24318.88 34213.58 43099.88 41854.28 42534.9 56643.58 62587.72 60768.87 67979.33 77779.1 72014.06 77178.35 
NA 96092.02 155358 205668.2 243434.3 273325.1 290768.8 298869.5 303401.4 296133 286941 273100.1 252619.1 232471.6 219784.5 191144.6 158682.7 139903.1 123458.1 106636.6 98220.91 88130.87 79322.6 72699.23 66778.57 61512.83 56971.08 52886.51 49362.44 46423.47 44369.04 41625.92 39243.68 37593.36 36410.14 34714.75 33576.81 34169.94 32513.05 31874.29 31782.78 31656.9 30150.07 30122.85 30253.71 29668.31 28887.51 28421.45 27802.7 27590 1.494416 1.768927 2.059851 2.356985 2.664246 2.990895 3.34498 3.732284 4.156525 4.619711 5.122683 5.665619 6.248448 6.870873 7.531539 7124.055 18199.34 23693.1 35997.48 44021.85 61807.37 73159.51 77406.13 80090.32 79094.44 83270.59 91311.47 91368.01 76662.57 79428.53 
NA 96682.58 152538.4 202202.6 244476.7 275068.7 292052.4 298289.2 298223.8 294202.4 285174.8 275242 256341.6 234643.1 217556.3 188598.2 162607.2 142288.1 123600.4 108914 96619.06 88779.27 79122.67 72633.51 67324.34 61763.05 56687.23 53471.94 49434.08 46630.63 43570.68 41694.68 39370.65 37568.9 36419.2 34631.62 34317.47 33109.18 33134.68 32558.33 31993.5 31258.55 30853.36 30613.97 29482.39 29423.66 29133.25 28698.1 28618.12 27530.97 1.500219 1.776399 2.068786 2.367182 2.675603 3.003421 3.358816 3.74757 4.173241 4.63775 5.141873 5.686097 6.270383 6.893825 228.9067 9586.27 28449.69 30862.27 42317.21 46821.41 58043.51 69505.73 79576.56 92316.19 85352.63 83214.64 77900.13 88654 94045.46 92936.82 
NA 97626.21 154454.2 207809.4 242505.4 267859.1 293327.2 300115.2 301295.4 294584 285503.6 275341.1 252829.6 235225.1 214691.8 190776.1 162323.6 139728.9 123036.6 107938.6 98580.64 88067.21 79703.52 72885.34 66649.11 61756.86 57833.7 53119.01 50202.96 46298.94 45102.71 41777.54 40073.6 37273.91 35847.21 35369.49 34639.16 33819.12 32801.74 32418.27 31789.67 31044.53 31463.16 30237.09 30258.82 29792.45 28874.46 28774.95 28470.38 28009.44 1.524063 1.802899 2.098466 2.400452 2.712643 3.044164 3.403091 3.795381 4.224728 4.693255 5.202045 5.751341 6.340866 6.969479 490.3586 2681.16 10952.39 11487.61 18315.49 24359.64 29255.86 33287.28 51613.03 58292.37 58402.52 67746.01 62946.16 62944.39 83919.97 93744.01 
