#True quantities 
# 
#recruitment 
NA 200279 199266.7 198050.2 196183.9 193639.9 190802.3 187439.8 183218.2 178833.4 173889.3 168266.7 162585.8 156506.9 150034.5 143317.7 136582.2 131319.6 127031.5 123466.8 120580.5 118387.6 116665.6 115392.2 114023.4 113602.7 113102.3 112771.8 112608.4 112789.5 113375.6 113857.7 114794.2 115480.8 116842.4 117820.7 119005.3 119985.3 121129 121853.5 122842.6 123485.3 124246 124727.5 125602.8 126159 126437.7 126668.3 126944.9 127259.9 NA NA NA NA NA NA NA NA NA NA 
NA 200267 199247.3 197551 196353 193664.9 190879.6 187127.9 183145 178859.8 173691.1 168393.5 162290.8 156252.2 149792.7 143329.2 136752 131937.9 127342.8 123700.2 120937.6 118652.6 117275.9 115684 114411.7 113573.8 113085 113066.4 113282.9 113529 114008 114597.1 115248.3 116421 117235.4 118472 119735.3 120862.7 121689.9 122682.3 123547.7 124357.1 124888.6 125496.4 126113.4 126391.7 126726.4 127224.4 127280.6 127586.4 NA NA NA NA NA NA NA NA NA NA 
NA 199946.3 199307.9 197859.8 196152.5 193444 190722.6 187626.1 183493.2 178976.6 173912.2 168487.8 162730.6 156492.4 150180.5 143486 137035.5 131922.5 127294.6 123400.2 120812 118644.7 116579.6 115129.8 113875.9 113107.4 112854.7 112467.9 112458.5 112879.3 113080.1 113771 114785.8 115468.9 116552.2 117410.1 118976.5 120076.4 121178.4 121724.9 122837.5 123591.8 124130.2 124566.1 125297.9 125933.2 126234.1 126433.3 126916.9 127013.9 NA NA NA NA NA NA NA NA NA NA 
NA 199855.9 199074.4 198015.7 195996.9 193592.8 191001.2 187473.9 183515.3 179094.6 173755.9 168561.2 162878.9 156640 149913.1 143359.3 136929.9 131518.2 127456.9 123673.9 120818.5 118442.2 117075.9 115598.1 114378 113220 112633.8 112417.4 112716.6 112729.4 113397.5 114002.7 114723.5 115900.7 116799.6 117897.8 119191.5 120050.3 121130.8 121983.2 122767.5 123439.9 124168 124760.6 125442.2 125961.2 126277 126689.8 127101.2 127369.6 NA NA NA NA NA NA NA NA NA NA 
NA 200066.6 199268.5 197786.6 195956 193495.9 190870.2 187433 183322.8 178653.1 173473.4 168510.8 162289.1 156198.6 149939.6 143184.9 136981.7 131553.4 127339.6 123778.2 121045.4 118548.5 116699.7 115070.2 113999 113432.6 112997.5 112757.3 112894.2 113303.7 113864.6 114466.7 115324.1 116217.1 117237.2 118218.1 119730 120723.6 121264.8 122279.8 122851.6 123566.3 124749 125042.9 125606.3 126094 126408.9 126482.6 127021.2 127581.7 NA NA NA NA NA NA NA NA NA NA 
NA 200003.9 199349.9 197970 195766.5 193834.4 190812.9 187334.1 183267.4 179020 173840.4 168089.3 162041.6 156364.6 149901.4 142923.5 136676.9 131561.1 127453.5 124179.7 121159.5 119133.5 117341 115895.8 114826.8 113926.1 113561.7 113181.8 113351.7 113807.7 114328.7 114728.1 115501.1 116388.2 117454.5 118529.3 119908.4 120824.7 122047.3 122870.3 123763.4 124092 125026.8 125595.9 126204.8 126869.2 127112.1 127372.6 127475.8 127926.1 NA NA NA NA NA NA NA NA NA NA 
NA 199891.9 199367.1 198085.5 196058.8 193857.7 190747.7 187237 183256 178893.2 173840.5 168370.2 162454.6 156295.1 149798.1 143072.2 136657.7 131308.5 126923.3 123700.1 120483.1 118172.9 116363 114999.2 114303.6 113419.5 112539.1 112313.7 112453.8 112961.1 113486.1 114085.1 114746.1 115607.4 116857.1 118114.8 119225.8 120274.7 121386.1 122392.9 123275.7 123966.7 124422.2 125053.8 125709.9 126242.2 126768.8 126990 127232.1 127447.6 NA NA NA NA NA NA NA NA NA NA 
NA 199839.5 199315 198068.4 196428.9 193611 191018.1 187531.7 183545.9 178847.2 173979.7 168441.1 162204.1 156531.7 150052.4 143270.6 136976.2 131554.9 127375.5 124099.7 121504.3 118703.1 116815.8 115310 114291.5 113554 113185.8 112864.7 113034.5 113180.9 113709.5 114303.1 115046.6 116076.1 117266.9 118138.8 119212.4 120165.9 121461.8 122287.6 123177.1 123908.6 124247.3 124787.9 125466.8 125749.2 126356.4 126554.6 127038.5 127311.1 NA NA NA NA NA NA NA NA NA NA 
NA 199950.8 199468 198067.9 196177.8 193854.5 190662.1 187284.1 183374.2 178666 173753.2 168261.7 162408.4 156144 149821.4 143107.9 136751.2 131484.7 127331 123908.8 121176.7 119136 117137.8 115294.6 114210.4 113234.7 112826 112531.4 112759.3 112828.3 113499.6 114105.3 114800.8 115795.8 117081.6 117992 119230.6 120211.9 121084 121909.9 123081.5 123740.7 124331.3 124866.5 125329.8 125898.8 126646.4 127080.5 127312.1 127640.4 NA NA NA NA NA NA NA NA NA NA 
NA 200055.9 199385 198093.7 195986.7 193782.8 190762 187192.9 183258.8 178915.5 173768.3 168440.2 162449.6 156741.8 149826.8 143337.1 137055.2 131903.1 127198.5 123629 120464.8 118375.1 116621.8 115111.3 114292.6 113659.5 112807.7 112609.5 112571.2 113014.3 113432.8 114205.4 114923.9 115900.8 116926.2 118118.8 119219 120189.6 121535.1 122229.5 123083.3 123946.8 124243.1 125060.3 125622.6 126038.6 126555.3 126864.9 126948.1 127254.4 NA NA NA NA NA NA NA NA NA NA 
NA 199895.6 199291.7 197924.2 196243.9 193639.2 190720.8 187404.7 183437.4 179077.1 174235.4 168764.3 162890.7 156595.7 150259 143194.6 136911 131689.2 127222.6 123352 120701.5 118606.8 116659.7 115034.9 114175.9 113325.3 112859.8 112532.5 112587.7 112823.2 113394.2 114101.3 115023.6 115994 117083.8 118258.7 119314.9 120476.5 121235.7 122190.4 122769.2 123746.4 124111 124905.8 125513.1 125745.3 126510.7 126656.8 126992.6 127358.9 NA NA NA NA NA NA NA NA NA NA 
NA 200199.6 199216.2 198188.4 196072.6 193698.2 190700.7 187314.6 183469.3 179124.4 174234.5 168726.4 162919.6 156470.5 150088.9 143045.1 136868.5 131544.1 127126.9 123576.7 120448.7 118290.7 116103.4 114856.8 113675.4 113287.5 112864.9 112854.7 112997.1 112710.1 113324.1 113757.9 114593.5 115412.7 116595.1 117637.1 118782.7 119924.7 120875.7 121964.6 122667.6 123411 124292.8 125091.7 125538 126139.6 126581.1 126993.4 127275.7 127756.4 NA NA NA NA NA NA NA NA NA NA 
